TransactionID,OrderDate,StoreID,ProductID,CustomerID,SalesRepID,Quantity,UnitPrice,TotalAmount,DiscountAmount,NetSales
T00142,2023-04-02,S08,P041,C0978,SR23,2,22000,44000,8800.0,35200.0
T00143,2023-06-22,S04,P038,C4441,SR11,4,38000,152000,0.0,152000.0
T00144,2023-05-25,S08,P028,C4421,SR22,1,18000,18000,0.0,18000.0
T00145,2023-10-25,S12,P044,C0520,SR34,4,180000,720000,36000.0,684000.0
T00146,2023-08-15,S08,P042,C0257,SR23,2,35000,70000,7000.0,63000.0
T00147,2023-10-23,S10,P005,C0333,SR28,8,200000,1600000,240000.0,1360000.0
T00148,2023-08-31,S02,P003,C4479,SR04,3,180000,540000,27000.0,513000.0
T00149,2023-11-20,S01,P012,C3941,SR02,2,200000,400000,20000.0,380000.0
T00150,2023-12-21,S15,P019,C3482,SR45,4,280000,1120000,0.0,1120000.0
T00151,2023-07-10,S01,P029,C0709,SR03,1,55000,55000,2750.0,52250.0
T00152,2023-09-04,S09,P008,C0405,SR27,4,150000,600000,0.0,600000.0
T00153,2023-06-16,S01,P002,C2130,SR03,1,400000,400000,0.0,400000.0
T00154,2023-09-29,S04,P040,C0042,SR12,1,120000,120000,12000.0,108000.0
T00155,2023-12-04,S13,P040,C3826,SR37,1,120000,120000,6000.0,114000.0
T00156,2023-03-06,S07,P013,C0380,SR19,1,280000,280000,0.0,280000.0
T00157,2023-06-02,S03,P002,C0240,SR09,6,400000,2400000,0.0,2400000.0
T00158,2023-09-23,S03,P002,C1640,SR09,3,400000,1200000,60000.0,1140000.0
T00159,2023-06-30,S05,P007,C0070,SR15,1,120000,120000,0.0,120000.0
T00160,2023-06-03,S02,P020,C4273,SR04,3,220000,660000,0.0,660000.0
T00161,2023-08-07,S03,P010,C3371,SR07,3,5000,15000,750.0,14250.0
T00162,2023-03-15,S05,P030,C1948,SR13,2,22000,44000,4400.0,39600.0
T00163,2023-11-28,S11,P005,C1067,SR33,3,200000,600000,120000.0,480000.0
T00164,2023-01-14,S02,P007,C1137,SR05,5,120000,600000,30000.0,570000.0
T00165,2023-02-15,S03,P024,C0226,SR08,2,65000,130000,0.0,130000.0
T00166,2023-04-24,S03,P027,C3007,SR07,5,25000,125000,12500.0,112500.0
T00167,2023-09-08,S01,P018,C0032,SR02,5,80000,400000,0.0,400000.0
T00168,2023-01-25,S02,P003,C2784,SR05,5,180000,900000,45000.0,855000.0
T00169,2023-07-26,S04,P005,C0478,SR10,2,200000,400000,20000.0,380000.0
T00170,2023-10-18,S09,P054,C0250,SR25,3,55000,165000,16500.0,148500.0
T00171,2023-11-08,S04,P003,C0137,SR11,13,180000,2340000,117000.0,2223000.0
T00172,2023-08-08,S05,P048,C0053,SR15,3,38000,114000,5700.0,108300.0
T00173,2023-06-06,S03,P034,C2540,SR08,1,180000,180000,18000.0,162000.0
T00174,2023-03-27,S01,P020,C0754,SR02,1,220000,220000,33000.0,187000.0
T00175,2023-09-18,S14,P022,C0611,SR40,5,150000,750000,37500.0,712500.0
T00176,2023-11-13,S11,P031,C4161,SR31,3,45000,135000,0.0,135000.0
T00177,2023-09-28,S07,P020,C0187,SR19,14,220000,3080000,462000.0,2618000.0
T00178,2023-07-07,S11,P002,C1517,SR33,4,400000,1600000,0.0,1600000.0
T00179,2023-02-27,S03,P005,C2766,SR09,1,200000,200000,0.0,200000.0
T00180,2023-05-16,S02,P023,C3461,SR06,3,200000,600000,90000.0,510000.0
T00181,2023-09-21,S11,P039,C0414,SR31,4,42000,168000,0.0,168000.0
T00182,2023-08-24,S03,P006,C0162,SR08,2,120000,240000,12000.0,228000.0
T00183,2023-08-09,S04,P029,C1775,SR10,4,55000,220000,0.0,220000.0
T00184,2023-03-21,S10,P004,C2881,SR29,3,85000,255000,0.0,255000.0
T00185,2023-10-02,S11,P035,C0744,SR31,4,150000,600000,0.0,600000.0
T00186,2023-08-11,S01,P010,C3086,SR03,1,5000,5000,0.0,5000.0
T00187,2023-06-19,S13,P030,C4222,SR37,10,22000,220000,0.0,220000.0
T00188,2023-09-11,S10,P002,C4844,SR30,4,400000,1600000,80000.0,1520000.0
T00189,2023-07-19,S01,P017,C3586,SR01,3,220000,660000,33000.0,627000.0
T00190,2023-05-02,S01,P004,C0485,SR02,1,85000,85000,4250.0,80750.0
T00191,2023-09-06,S01,P003,C0177,SR02,5,180000,900000,0.0,900000.0
T00192,2023-02-28,S12,P007,C4764,SR36,2,120000,240000,12000.0,228000.0
T00193,2023-02-22,S08,P018,C0400,SR24,5,80000,400000,20000.0,380000.0
T00194,2023-03-03,S01,P003,C3785,SR01,2,180000,360000,18000.0,342000.0
T00195,2023-02-16,S12,P004,C1217,SR35,2,85000,170000,0.0,170000.0
T00196,2023-02-01,S05,P005,C2101,SR15,3,200000,600000,0.0,600000.0
T00197,2023-08-03,S02,P007,C3388,SR04,3,120000,360000,0.0,360000.0
T00198,2023-11-07,S01,P010,C0420,SR01,3,5000,15000,0.0,15000.0
T00199,2023-01-09,S01,P032,C3319,SR02,5,38000,190000,9500.0,180500.0
T00200,2023-11-29,S02,P003,C3082,SR06,2,180000,360000,18000.0,342000.0
T00201,2023-01-23,S13,P046,C0254,SR39,4,150000,600000,90000.0,510000.0
T00202,2023-10-09,S04,P025,C3439,SR10,2,85000,170000,0.0,170000.0
T00203,2023-05-10,S13,P055,C0320,SR39,4,85000,340000,17000.0,323000.0
T00204,2023-08-14,S14,P018,C0064,SR42,3,80000,240000,12000.0,228000.0
T00205,2023-01-24,S14,P024,C0629,SR40,4,65000,260000,13000.0,247000.0
T00206,2023-09-20,S15,P005,C2821,SR43,5,200000,1000000,100000.0,900000.0
T00207,2023-05-22,S05,P022,C1413,SR15,5,150000,750000,37500.0,712500.0
T00208,2023-09-26,S02,P005,C0218,SR04,1,200000,200000,0.0,200000.0
T00209,2023-05-02,S03,P004,C4077,SR09,2,85000,170000,0.0,170000.0
T00210,2023-11-25,S15,P015,C2976,SR43,3,550000,1650000,82500.0,1567500.0
T00211,2023-06-16,S01,P054,C3811,SR03,2,55000,110000,5500.0,104500.0
T00212,2023-06-16,S15,P036,C0190,SR45,2,45000,90000,9000.0,81000.0
T00213,2023-05-12,S15,P028,C0866,SR45,5,18000,90000,0.0,90000.0
T00214,2023-07-15,S02,P016,C0453,SR06,4,180000,720000,0.0,720000.0
T00215,2023-10-25,S06,P008,C1604,SR17,4,150000,600000,0.0,600000.0
T00216,2023-02-17,S04,P001,C2136,SR11,2,250000,500000,25000.0,475000.0
T00217,2023-04-03,S06,P001,C0326,SR16,4,250000,1000000,50000.0,950000.0
T00218,2023-03-15,S01,P027,C2731,SR01,4,25000,100000,0.0,100000.0
T00219,2023-01-09,S01,P012,C1650,SR01,1,200000,200000,0.0,200000.0
T00220,2023-05-18,S01,P011,C0396,SR03,1,350000,350000,52500.0,297500.0
T00221,2023-06-23,S12,P008,C2062,SR34,5,150000,750000,75000.0,675000.0
T00222,2023-06-07,S03,P003,C0375,SR07,3,180000,540000,27000.0,513000.0
T00223,2023-01-23,S01,P010,C3661,SR02,4,5000,20000,0.0,20000.0
T00224,2023-01-13,S02,P004,C2131,SR05,2,85000,170000,25500.0,144500.0
T00225,2023-12-18,S13,P028,C2941,SR37,9,18000,162000,0.0,162000.0
T00226,2023-07-03,S03,P050,C0474,SR08,6,65000,390000,19500.0,370500.0
T00227,2023-09-29,S03,P014,C0011,SR07,3,120000,360000,18000.0,342000.0
T00228,2023-02-23,S02,P015,C3841,SR05,7,550000,3850000,385000.0,3465000.0
T00229,2023-03-20,S01,P032,C0479,SR02,4,38000,152000,15200.0,136800.0
T00230,2023-08-07,S14,P001,C4239,SR41,2,250000,500000,0.0,500000.0
T00231,2023-06-13,S04,P030,C3562,SR11,3,22000,66000,0.0,66000.0
T00232,2023-05-08,S05,P027,C1514,SR14,4,25000,100000,0.0,100000.0
T00233,2023-09-27,S05,P035,C0070,SR15,1,150000,150000,0.0,150000.0
T00234,2023-01-09,S03,P045,C1365,SR08,6,85000,510000,76500.0,433500.0
T00235,2023-03-13,S03,P049,C4640,SR07,4,55000,220000,0.0,220000.0
T00236,2023-01-30,S01,P021,C1620,SR03,1,180000,180000,9000.0,171000.0
T00237,2023-01-30,S01,P037,C0316,SR03,3,55000,165000,0.0,165000.0
T00238,2023-01-08,S01,P033,C0024,SR01,5,32000,160000,8000.0,152000.0
T00239,2023-07-31,S04,P011,C1417,SR12,2,350000,700000,0.0,700000.0
T00240,2023-11-06,S09,P005,C4028,SR27,4,200000,800000,40000.0,760000.0
T00241,2023-10-11,S08,P042,C0090,SR23,2,35000,70000,3500.0,66500.0
T00242,2023-02-17,S05,P011,C0308,SR13,1,350000,350000,0.0,350000.0
T00243,2023-10-16,S08,P001,C2636,SR23,4,250000,1000000,0.0,1000000.0
T00244,2023-11-28,S04,P007,C2079,SR11,5,120000,600000,60000.0,540000.0
T00245,2023-05-03,S03,P004,C3512,SR09,1,85000,85000,8500.0,76500.0
T00246,2023-10-10,S02,P006,C0562,SR04,5,120000,600000,30000.0,570000.0
T00247,2023-09-05,S01,P009,C3416,SR02,3,25000,75000,7500.0,67500.0
T00248,2023-09-14,S02,P012,C1358,SR05,7,200000,1400000,0.0,1400000.0
T00249,2023-09-15,S01,P008,C4523,SR01,4,150000,600000,30000.0,570000.0
T00250,2023-05-29,S01,P016,C0133,SR03,1,180000,180000,27000.0,153000.0
T00251,2023-04-21,S11,P009,C1052,SR33,5,25000,125000,6250.0,118750.0
T00252,2023-11-30,S05,P007,C3453,SR14,3,120000,360000,0.0,360000.0
T00253,2023-08-09,S01,P029,C0765,SR03,2,55000,110000,22000.0,88000.0
T00254,2023-03-20,S05,P001,C4783,SR14,3,250000,750000,37500.0,712500.0
T00255,2023-02-14,S04,P003,C4047,SR11,8,180000,1440000,0.0,1440000.0
T00256,2023-06-30,S01,P028,C2610,SR01,4,18000,72000,10800.0,61200.0
T00257,2023-08-15,S07,P049,C3810,SR19,13,55000,715000,0.0,715000.0
T00258,2023-07-25,S03,P040,C3894,SR09,3,120000,360000,18000.0,342000.0
T00259,2023-06-12,S05,P054,C1065,SR14,6,55000,330000,16500.0,313500.0
T00260,2023-05-08,S01,P003,C0388,SR01,4,180000,720000,72000.0,648000.0
T00261,2023-08-25,S07,P017,C0087,SR20,4,220000,880000,0.0,880000.0
T00262,2023-02-25,S14,P007,C4934,SR41,3,120000,360000,0.0,360000.0
T00263,2023-04-19,S08,P006,C1354,SR23,5,120000,600000,0.0,600000.0
T00264,2023-11-24,S02,P009,C0989,SR06,4,25000,100000,0.0,100000.0
T00265,2023-08-09,S15,P010,C3104,SR43,4,5000,20000,0.0,20000.0
T00266,2023-02-13,S02,P001,C2957,SR04,4,250000,1000000,50000.0,950000.0
T00267,2023-05-15,S13,P003,C4668,SR38,2,180000,360000,0.0,360000.0
T00268,2023-09-04,S04,P011,C3193,SR12,12,350000,4200000,0.0,4200000.0
T00269,2023-07-19,S11,P028,C2120,SR33,1,18000,18000,1800.0,16200.0
T00270,2023-03-16,S03,P029,C3922,SR09,3,55000,165000,0.0,165000.0
T00271,2023-03-17,S04,P009,C4764,SR11,12,25000,300000,0.0,300000.0
T00272,2023-08-19,S12,P009,C3486,SR36,7,25000,175000,0.0,175000.0
T00273,2023-04-07,S04,P018,C3143,SR12,2,80000,160000,0.0,160000.0
T00274,2023-12-14,S05,P005,C0974,SR13,3,200000,600000,60000.0,540000.0
T00275,2023-03-06,S06,P009,C2605,SR17,5,25000,125000,6250.0,118750.0
T00276,2023-06-21,S01,P025,C3002,SR01,5,85000,425000,21250.0,403750.0
T00277,2023-07-17,S07,P008,C0654,SR21,1,150000,150000,30000.0,120000.0
T00278,2023-02-23,S01,P022,C4656,SR01,4,150000,600000,60000.0,540000.0
T00279,2023-10-06,S01,P012,C0070,SR02,3,200000,600000,60000.0,540000.0
T00280,2023-08-21,S05,P003,C4363,SR13,1,180000,180000,0.0,180000.0
T00281,2023-08-27,S08,P007,C0082,SR24,9,120000,1080000,54000.0,1026000.0
T00282,2023-12-04,S02,P023,C0456,SR05,4,200000,800000,0.0,800000.0
T00283,2023-07-11,S11,P049,C4784,SR33,3,55000,165000,0.0,165000.0
T00284,2023-08-09,S02,P001,C3607,SR05,1,250000,250000,25000.0,225000.0
T00285,2023-03-07,S14,P037,C1280,SR41,3,55000,165000,8250.0,156750.0
T00286,2023-02-20,S08,P031,C4308,SR22,4,45000,180000,18000.0,162000.0
T00287,2023-05-14,S01,P009,C2222,SR02,4,25000,100000,0.0,100000.0
T00288,2023-03-20,S01,P026,C4913,SR03,15,15000,225000,0.0,225000.0
T00289,2023-03-08,S15,P011,C0210,SR45,2,350000,700000,35000.0,665000.0
T00290,2023-04-10,S05,P019,C2400,SR13,4,280000,1120000,112000.0,1008000.0
T00291,2023-05-22,S01,P027,C2022,SR01,1,25000,25000,0.0,25000.0
T00292,2023-03-06,S13,P010,C2067,SR37,2,5000,10000,0.0,10000.0
T00293,2023-01-12,S04,P053,C3397,SR11,4,90000,360000,0.0,360000.0
T00294,2023-08-19,S02,P048,C0446,SR04,5,38000,190000,19000.0,171000.0
T00295,2023-06-25,S04,P032,C3340,SR12,5,38000,190000,19000.0,171000.0
T00296,2023-04-10,S05,P018,C0344,SR15,3,80000,240000,0.0,240000.0
T00297,2023-06-19,S08,P008,C2045,SR22,1,150000,150000,0.0,150000.0
T00298,2023-05-31,S04,P002,C0395,SR11,9,400000,3600000,0.0,3600000.0
T00299,2023-05-24,S15,P022,C0315,SR43,3,150000,450000,0.0,450000.0
T00300,2023-09-07,S04,P002,C4759,SR11,3,400000,1200000,60000.0,1140000.0
T00301,2023-08-08,S02,P010,C4715,SR05,1,5000,5000,250.0,4750.0
T00302,2023-09-19,S02,P003,C0214,SR05,5,180000,900000,0.0,900000.0
T00303,2023-04-03,S11,P033,C2893,SR32,1,32000,32000,0.0,32000.0
T00304,2023-03-16,S10,P010,C1435,SR28,3,5000,15000,0.0,15000.0
T00305,2023-06-14,S13,P010,C0300,SR39,2,5000,10000,500.0,9500.0
T00306,2023-05-23,S08,P009,C4420,SR24,4,25000,100000,5000.0,95000.0
T00307,2023-06-13,S02,P047,C0085,SR04,3,95000,285000,14250.0,270750.0
T00308,2023-03-29,S05,P005,C1220,SR15,3,200000,600000,0.0,600000.0
T00309,2023-10-22,S13,P007,C0900,SR38,6,120000,720000,72000.0,648000.0
T00310,2023-01-23,S04,P030,C2952,SR11,3,22000,66000,3300.0,62700.0
T00311,2023-06-12,S03,P013,C1388,SR08,1,280000,280000,28000.0,252000.0
T00312,2023-02-22,S01,P045,C1292,SR01,3,85000,255000,25500.0,229500.0
T00313,2023-04-26,S02,P019,C3789,SR04,5,280000,1400000,280000.0,1120000.0
T00314,2023-01-27,S02,P004,C1752,SR04,7,85000,595000,0.0,595000.0
T00315,2023-07-14,S02,P051,C1935,SR04,1,75000,75000,0.0,75000.0
T00316,2023-10-27,S13,P019,C4878,SR38,5,280000,1400000,70000.0,1330000.0
T00317,2023-12-05,S04,P008,C1106,SR11,2,150000,300000,0.0,300000.0
T00318,2024-01-01,S05,P031,C0040,SR13,2,45000,90000,4500.0,85500.0
T00319,2023-09-11,S01,P013,C0194,SR01,4,280000,1120000,0.0,1120000.0
T00320,2023-04-17,S11,P031,C4762,SR33,3,45000,135000,13500.0,121500.0
T00321,2023-09-18,S13,P042,C2666,SR38,5,35000,175000,0.0,175000.0
T00322,2023-02-06,S01,P044,C1121,SR02,1,180000,180000,0.0,180000.0
T00323,2023-02-27,S13,P002,C0015,SR37,5,400000,2000000,100000.0,1900000.0
